version 2, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Unused1(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Unused2(string)	Unused3(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Unused4(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Unused5(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Unused6(string)	Unknown_x0020__x0023_Most_x0020_Likely_x0020_Unused_x0023_(string)	Unused7(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	Unused8(float)	Unused9(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Unused10(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)
"9_lber_land_cannon_(saker)_indian"	24	0	4	"indian_officer"	nil	nil	"east_indian_artilleryman"	"infantry_euro_medium"	"man_sword_slash"	"x_india_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	"Field_Cannon_9lb"	false	"ott_cannon_9_pounder"	nil	40	30	"0"	"matchlock"	nil	20	"cannon_crew"	"sword"	6	6	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	8	16	16	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false
"african_slaver_musketeers"	160	0	0	"african_musketeers_officer"	nil	"african_standard_bearer"	"african_slaver_musketeers"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	"foot_musket"	"plug_bayonet"	4	8	7	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.3	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"african_tribal_spearmen"	160	0	0	"african_spear_officer"	nil	nil	"african_tribal"	"infantry_euro_heavy"	"man_pitchfork"	"x_africa_spear_shield"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"spear"	7	4	7	0	"foot_spear"	"0"	"drill_set_infantry_melee"	"poorly_trained"	5	4	1.1	2	2.2	4	0	0	20	4	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	true	true	false	true	false	false	false
"americas_dragoons"	80	80	0	"euro_officer2"	"euro_bugler"	nil	"euro_dragoons"	"infantry_euro_medium"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	3	"leather"	1	"horse_mixed_browns"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	"carbine"	40	25	"0"	"flintlock"	"musket_carbine"	15	"dragoon_carbine"	"sabre"	7	10	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	6	4	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	true	false	false	false	false	false	false	50	75	100	false	true	false	false	false	false	false	true	true	false	false	true	false	false	false
"americas_hessian_infantry"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euro_expat_infantry"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	30	20	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	4	8	8	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	5	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"americas_line_infantry"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false
"americas_long_rifle_men"	80	0	0	"euro_officer1"	nil	nil	"euro_long_rifleman"	"infantry_euro_light"	"man_musket_sabre"	"x_euro_rifle_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	75	35	"0"	"flintlock"	"musket_rifle"	20	"foot_rifle"	"sword"	7	9	4	0	"foot_sword"	"0"	"drill_set_infantry_light"	"poorly_trained"	6	3	1.1	2	2.2	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"americas_militia_infantry"	160	0	0	"euro_officer2"	"euro_drummer1"	"euro_standard_bearer"	"euro_militia_infantry"	"infantry_euro_medium"	"man_musket"	"x_euro_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"flintlock"	"musket_flintlock"	5	"foot_musket"	"plug_bayonet"	4	8	7	0	"foot_bayonet"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.2	2	2.4	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	false	true	false	false	false
"americas_provincial_cavalry"	60	60	0	"euro_officer1"	"euro_bugler"	nil	"euro_provincial_cavalry"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sword"	2	"leather"	1	"horse_irregular"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	9	11	3	0	"mounted_sword"	"0"	"drill_set_cavalry"	"trained"	5	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"americas_regiment_of_horse"	60	60	0	"euro_officer2"	"euro_bugler"	nil	"euro_regiment_of_horse"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sabre"	3	"leather"	1	"horse_mixed_browns"	"horse_medium"	"mount_horse"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	11	12	5	0	"mounted_slash"	"0"	"drill_set_cavalry"	"well_trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false
"armed_citizenry_africa"	160	0	0	"african_citizenry_officer"	nil	nil	"armed_citizenry_africa"	"infantry_euro_light"	"man_sword_slash"	"x_east_sword"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"scimitar"	7	8	2	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_bows_native_american"	80	0	0	"native_american_officer_bow_axe"	nil	nil	"native_american_braves"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	20	0	"0"	"none"	"bow"	15	nil	"tomahawk"	6	5	1	0	"foot_axe"	"0"	"drill_set_infantry_mob"	"mob"	3	4	2.1	2.5	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_europe"	160	0	0	"euro_armed_citizenry_officer"	nil	nil	"armed_citizenry_europe"	"infantry_euro_light"	"man_pike"	"x_euro_pike"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"pike"	3	2	5	0	"foot_pike"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	8	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false
"armed_citizenry_india"	160	0	0	"indian_armed_citizenry_officer"	nil	nil	"East_armed_citizenry_india"	"infantry_euro_light"	"man_sword_slash"	"x_india_sword"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"scimitar"	7	8	2	0	"foot_pitchfork"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_matchlocks_africa"	80	0	0	"african_citizenry_officer"	nil	nil	"armed_citizenry_africa"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	nil	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_matchlocks_europe"	80	0	0	"euro_armed_citizenry_officer"	nil	nil	"armed_citizenry_europe"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	nil	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_matchlocks_india"	80	0	0	"indian_armed_citizenry_officer"	nil	nil	"East_armed_citizenry_india"	"infantry_euro_light"	"man_musket"	"x_india_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	nil	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_matchlocks_middle_east"	80	0	0	"east_armed_citizenry_officer"	nil	nil	"east_armed_citizenry_middle_east"	"infantry_euro_light"	"man_musket"	"x_east_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	nil	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_middle_east"	160	0	0	"east_armed_citizenry_officer"	nil	nil	"east_armed_citizenry_middle_east"	"infantry_euro_light"	"man_sword_slash"	"x_east_sword"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"scimitar"	7	8	2	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_native_american"	160	0	0	"native_american_officer_pitchfork"	nil	nil	"native_american_braves"	"infantry_euro_light"	"man_axe"	"x_natam_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"tomahawk"	6	5	1	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"mob"	3	4	2.1	2.5	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_citizenry_pirates"	160	0	0	"euro_pirate_officer_land"	nil	nil	"euro_pirate"	"infantry_euro_light"	"man_musket"	"x_euro_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	15	"0"	"matchlock"	"musket_matchlock"	15	nil	"rifle_butt"	6	5	6	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"poorly_trained"	5	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false
"armed_peasantry"	80	0	0	"eastern_officer_common"	nil	"east_desert_standard_bearer"	"east_ethnic_peasants_firelocks"	"infantry_euro_light"	"man_musket"	"x_east_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	"foot_musket"	"rifle_butt"	4	4	5	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	4	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"armed_peasantry_bhumiya"	80	0	0	"indian_armed_citizenry_officer"	nil	"eastern_standard_bearer_common"	"east_armed_peasantry_bhumiya"	"infantry_euro_light"	"man_archer"	"x_natam_bow_axe"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"bow"	20	0	"0"	"none"	"bow"	15	"foot_bow"	"axe"	7	10	1	0	"foot_knife"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"armed_peasantry_semenys"	80	0	0	"east_armed_citizenry_officer"	nil	"ottoman_standard_bearer"	"east_ethnic_peasants_firelocks"	"infantry_euro_light"	"man_musket"	"x_east_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	"foot_musket"	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"armed_peasantry_tufangis"	80	0	0	"indian_armed_citizenry_officer"	nil	"eastern_standard_bearer_common"	"East_armed_peasantry_tufangis"	"infantry_euro_light"	"man_musket"	"x_india_musket"	1	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	3	"foot_musket"	"rifle_butt"	4	4	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"rabble"	3	4	1.5	2	3	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"azzars"	80	0	0	"eastern_officer_common"	nil	nil	"East_Azzars"	"infantry_euro_medium"	"man_musket_sabre"	"x_east_musket_sword"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	10	"0"	"matchlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"sword"	7	8	0	0	"foot_sword"	"0"	"drill_set_infantry_line"	"mob"	4	3	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	false	true	true	false	false	false	false	false
"bashibazouks"	80	0	0	"eastern_officer_common"	nil	nil	"Bashi_Bazouks"	"infantry_euro_medium"	"man_sword_stab"	"x_east_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	9	8	0	0	"foot_sword"	"0"	"drill_set_infantry_mob"	"rabble"	6	3	2.6	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	true	true	true	true	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"cazadores"	80	0	0	"euro_officer1"	nil	nil	"euro_guerillas"	"infantry_euro_light"	"man_musket"	"x_euro_musket_axe"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"rifle"	70	35	"0"	"flintlock"	"musket_rifle"	20	"foot_musket"	"axe"	7	12	4	0	"foot_knife"	"0"	"drill_set_infantry_light"	"mob"	8	3	2.1	2.5	2.2	4	0	0	20	0	false	true	true	false	true	false	false	true	true	true	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"cossack_cavalry"	60	60	0	"cossack_officer"	"cossack_bugler"	nil	"cossack_cavalry"	"infantry_euro_medium"	"rider_musket_sabre"	"x_euro_cavalry_musket_sabre"	3	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	15	"0"	"flintlock"	"musket_carbine"	10	"mounted_carbine"	"sabre"	9	13	4	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	true	50	100	150	true	false	false	false	false	false	false	true	false	false	true	false	false	false	true
"cossack_cavalry_hetman"	60	60	0	"cossack_officer"	"cossack_bugler"	nil	"cossack_hetman"	"infantry_euro_medium"	"rider_sabre"	"x_euro_cavalry_sabre"	3	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sabre"	10	14	6	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	8	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	100	150	true	false	false	false	false	false	true	true	false	false	true	false	false	false	false
"cossack_infantry"	160	0	0	"cossack_officer"	"cossack_drummer"	"cossack_standard_bearer"	"cossack_infantry"	"infantry_euro_light"	"man_musket_sabre"	"x_euro_musket_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	30	20	"0"	"matchlock"	"musket_flintlock"	15	"foot_musket"	"sabre"	7	8	3	0	"foot_sword"	"0"	"drill_set_infantry_light"	"poorly_trained"	5	3	1.3	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	false	true	true	false	false	false
"deli_scouts"	60	60	0	"eastern_officer"	"eastern_bugler"	nil	"Ottoman_Deli_Scout"	"infantry_euro_medium"	"rider_musket_sabre"	"x_east_cavalry_musket_sabre"	2	"leather"	1	"horse_irregular"	"horse_light"	"mount_horse"	"4"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	15	"0"	"matchlock"	"musket_matchlock"	10	"mounted_carbine"	"scimitar"	11	11	5	4	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	7	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	true	false	false	false	false	true	50	75	100	true	false	false	false	false	false	false	true	false	true	false	false	false	false	true
"desert_warriors"	160	0	0	"eastern_officer"	nil	"east_desert_standard_bearer"	"east_desert_nomads"	"infantry_euro_light"	"man_musket"	"x_east_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	5	"foot_musket"	"rifle_butt"	4	4	5	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	3	1.3	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"east_camel_gunners"	60	60	0	"test_camel_officer"	nil	nil	"east_desert_nomads"	"infantry_euro_medium"	"rider_camel"	"x_east_cavalry_musket_sabre"	2	"leather"	1	"camel_base"	"camel"	"mount_camel"	"5"	"1"	nil	nil	nil	nil	false	nil	"musket"	35	20	"0"	"matchlock"	"camel_gun_shot"	20	"mounted_carbine"	"scimitar"	5	10	5	0	"mounted_slash"	"0"	"drill_set_cavalry"	"trained"	6	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	true	50	75	100	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true
"east_desert_nomad_camelry"	60	60	0	"test_camel_officer"	nil	nil	"east_desert_nomads"	"infantry_euro_medium"	"rider_camel"	"x_east_camelry_sabre"	2	"leather"	1	"camel_base"	"camel"	"mount_camel"	"5"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"scimitar"	11	12	5	0	"mounted_slash"	"1"	"drill_set_cavalry"	"poorly_trained"	5	4	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	true	false	false	false	false	true	false	false	false	false	false
"east_desert_nomads"	160	0	0	"eastern_officer"	nil	"east_desert_standard_bearer"	"east_desert_nomads"	"infantry_euro_light"	"man_musket"	"x_east_musket"	2	"chain"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	10	"0"	"matchlock"	"musket_matchlock"	5	"foot_musket"	"rifle_butt"	4	4	5	0	"foot_rifle_butt"	"0"	"drill_set_infantry_mob"	"poorly_trained"	4	4	1.3	2	2.6	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	true	true	false	true	false	false	false
"east_ethnic_hillmen_musketeers"	80	0	0	"east_hillmen_officer"	nil	nil	"east_ethnic_hillmen_musketeers"	"infantry_euro_light"	"man_musket"	"x_east_musket"	2	"chain"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	20	"0"	"matchlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	4	2	4	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	2.6	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"east_ethnic_hillmen_musketeers_afghan"	80	0	0	"east_hillmen_officer_afghan"	nil	nil	"east_ethnic_hillmen_musketeers_afghan"	"infantry_euro_light"	"man_musket"	"x_east_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	25	"0"	"matchlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	2	3	6	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	2.6	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"east_ethnic_hillmen_musketeers_kurdish"	80	0	0	"east_hillmen_officer"	nil	nil	"east_ethnic_hillmen_musketeers"	"infantry_euro_light"	"man_musket"	"x_east_musket"	2	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	25	"0"	"matchlock"	"musket_light_infantry_flintlock"	20	"foot_musket"	"rifle_butt"	6	3	8	0	"foot_rifle_butt"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	2.6	4	0	0	20	0	false	true	true	false	false	false	false	true	true	true	false	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false
"east_ethnic_musketeers_bargir"	160	0	0	"eastern_officer"	"eastern_drummer2"	"eastern_standard_bearer_common"	"East_Ethnic_Musketmen_Bargir"	"infantry_euro_medium"	"man_musket"	"x_east_musket"	5	"chain"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	25	"0"	"flintlock"	"musket_flintlock"	15	"foot_musket"	"plug_bayonet"	6	9	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"trained"	7	3	1.1	2	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false
